dimensionality,subspace,bins,support,support_fraction,region
2,"D175,D597","1,0",2755,0.7344708077845907,0.0991675 <= D175 < 0.179435 AND 0 <= D597 < 0.1
2,"D185,D685","0,0",2755,0.7344708077845907,0 <= D185 < 0.1 AND 0 <= D685 < 0.1
2,"D185,D936","0,0",2755,0.7344708077845907,0 <= D185 < 0.1 AND 0 <= D936 < 0.1
2,"D212,D740","0,0",2755,0.7344708077845907,0 <= D212 < 0.0993831 AND 0 <= D740 < 0.0952381
2,"D215,D699","0,0",2755,0.7344708077845907,0 <= D215 < 0.1 AND 0 <= D699 < 0.1
2,"D216,D609","0,0",2755,0.7344708077845907,0 <= D216 < 0.1 AND 0 <= D609 < 0.075
2,"D416,D661","0,0",2755,0.7344708077845907,0 <= D416 < 0.1 AND 0 <= D661 < 0.1
2,"D686,D842","0,0",2755,0.7344708077845907,0 <= D686 < 0.1 AND 0 <= D842 < 0.1
2,"D22,D129","0,0",2754,0.7342042122100774,0 <= D22 < 0.0896552 AND 0 <= D129 < 0.1
2,"D59,D596","0,0",2754,0.7342042122100774,0 <= D59 < 0.1 AND 0 <= D596 < 0.1
2,"D155,D165","0,0",2754,0.7342042122100774,0 <= D155 < 0.0764706 AND 0 <= D165 < 0.1
2,"D155,D215","0,0",2754,0.7342042122100774,0 <= D155 < 0.0764706 AND 0 <= D215 < 0.1
2,"D166,D514","0,0",2754,0.7342042122100774,0 <= D166 < 0.1 AND 0 <= D514 < 0.1
2,"D195,D419","0,0",2754,0.7342042122100774,0 <= D195 < 0.0998499 AND 0 <= D419 < 0.1
2,"D212,D462","0,0",2754,0.7342042122100774,0 <= D212 < 0.0993831 AND 0 <= D462 < 0.0666667
2,"D217,D583","5,0",2754,0.7342042122100774,0.5 <= D217 < 0.6 AND 0 <= D583 < 0.1
2,"D418,D842","0,0",2754,0.7342042122100774,0 <= D418 < 0.08 AND 0 <= D842 < 0.1
2,"D419,D926","0,0",2754,0.7342042122100774,0 <= D419 < 0.1 AND 0 <= D926 < 0.085
2,"D583,D674","0,0",2754,0.7342042122100774,0 <= D583 < 0.1 AND 0 <= D674 < 0.1
2,"D598,D608","0,0",2754,0.7342042122100774,0 <= D598 < 0.1 AND 0 <= D608 < 0.1
2,"D24,D37","0,0",2753,0.7339376166355639,0 <= D24 < 0.1 AND 0 <= D37 < 0.1
2,"D35,D227","0,0",2753,0.7339376166355639,0 <= D35 < 0.0898321 AND 0 <= D227 < 0.1
2,"D117,D937","0,0",2753,0.7339376166355639,0 <= D117 < 0.1 AND 0 <= D937 < 0.1
2,"D119,D417","0,0",2753,0.7339376166355639,0 <= D119 < 0.1 AND 0 <= D417 < 0.0625
2,"D175,D842","1,0",2753,0.7339376166355639,0.0991675 <= D175 < 0.179435 AND 0 <= D842 < 0.1
2,"D187,D418","8,0",2753,0.7339376166355639,0.8 <= D187 < 0.9 AND 0 <= D418 < 0.08
2,"D203,D675","0,0",2753,0.7339376166355639,0 <= D203 < 0.0976333 AND 0 <= D675 < 0.1
2,"D212,D610","0,0",2753,0.7339376166355639,0 <= D212 < 0.0993831 AND 0 <= D610 < 0.1
2,"D227,D673","0,0",2753,0.7339376166355639,0 <= D227 < 0.1 AND 0 <= D673 < 0.1
2,"D227,D674","0,0",2753,0.7339376166355639,0 <= D227 < 0.1 AND 0 <= D674 < 0.1
2,"D597,D686","0,0",2753,0.7339376166355639,0 <= D597 < 0.1 AND 0 <= D686 < 0.1
2,"D611,D673","0,0",2753,0.7339376166355639,0 <= D611 < 0.05 AND 0 <= D673 < 0.1
2,"D55,D110","0,0",2752,0.7336710210610504,0 <= D55 < 0.0945099 AND 0 <= D110 < 0.1
2,"D68,D175","0,1",2752,0.7336710210610504,0 <= D68 < 0.09375 AND 0.0991675 <= D175 < 0.179435
2,"D73,D157","0,0",2752,0.7336710210610504,0 <= D73 < 0.0736891 AND 0 <= D157 < 0.1
2,"D84,D135","0,0",2752,0.7336710210610504,0 <= D84 < 0.1 AND 0 <= D135 < 0.1
2,"D84,D216","0,0",2752,0.7336710210610504,0 <= D84 < 0.1 AND 0 <= D216 < 0.1
2,"D84,D470","0,0",2752,0.7336710210610504,0 <= D84 < 0.1 AND 0 <= D470 < 0.0583333
2,"D110,D165","0,0",2752,0.7336710210610504,0 <= D110 < 0.1 AND 0 <= D165 < 0.1
2,"D110,D215","0,0",2752,0.7336710210610504,0 <= D110 < 0.1 AND 0 <= D215 < 0.1
2,"D119,D187","0,8",2752,0.7336710210610504,0 <= D119 < 0.1 AND 0.8 <= D187 < 0.9
2,"D156,D844","0,0",2752,0.7336710210610504,0 <= D156 < 0.0714286 AND 0 <= D844 < 0.1
2,"D158,D360","0,0",2752,0.7336710210610504,0 <= D158 < 0.1 AND 0 <= D360 < 0.1
2,"D195,D621","0,0",2752,0.7336710210610504,0 <= D195 < 0.0998499 AND 0 <= D621 < 0.052381
2,"D211,D844","0,0",2752,0.7336710210610504,0 <= D211 < 0.1 AND 0 <= D844 < 0.1
2,"D417,D748","0,0",2752,0.7336710210610504,0 <= D417 < 0.0625 AND 0 <= D748 < 0.1
2,"D426,D626","0,0",2752,0.7336710210610504,0 <= D426 < 0.1 AND 0 <= D626 < 0.07
2,"D457,D741","0,0",2752,0.7336710210610504,0 <= D457 < 0.052381 AND 0 <= D741 < 0.0869565
2,"D610,D673","0,0",2752,0.7336710210610504,0 <= D610 < 0.1 AND 0 <= D673 < 0.1
2,"D662,D673","0,0",2752,0.7336710210610504,0 <= D662 < 0.1 AND 0 <= D673 < 0.1
2,"D157,D842","0,0",2751,0.733404425486537,0 <= D157 < 0.1 AND 0 <= D842 < 0.1
2,"D212,D685","0,0",2751,0.733404425486537,0 <= D212 < 0.0993831 AND 0 <= D685 < 0.1
2,"D223,D686","0,0",2751,0.733404425486537,0 <= D223 < 0.096968 AND 0 <= D686 < 0.1
2,"D228,D926","0,0",2751,0.733404425486537,0 <= D228 < 0.0666667 AND 0 <= D926 < 0.085
2,"D621,D673","0,0",2751,0.733404425486537,0 <= D621 < 0.052381 AND 0 <= D673 < 0.1
2,"D621,D926","0,0",2751,0.733404425486537,0 <= D621 < 0.052381 AND 0 <= D926 < 0.085
2,"D672,D843","0,0",2751,0.733404425486537,0 <= D672 < 0.0857143 AND 0 <= D843 < 0.1
2,"D84,D472","0,0",2750,0.7331378299120235,0 <= D84 < 0.1 AND 0 <= D472 < 0.0923077
2,"D108,D937","0,0",2750,0.7331378299120235,0 <= D108 < 0.1 AND 0 <= D937 < 0.1
2,"D161,D841","0,0",2750,0.7331378299120235,0 <= D161 < 0.075 AND 0 <= D841 < 0.1
2,"D185,D675","0,0",2750,0.7331378299120235,0 <= D185 < 0.1 AND 0 <= D675 < 0.1
2,"D187,D472","8,0",2750,0.7331378299120235,0.8 <= D187 < 0.9 AND 0 <= D472 < 0.0923077
2,"D212,D936","0,0",2750,0.7331378299120235,0 <= D212 < 0.0993831 AND 0 <= D936 < 0.1
2,"D417,D460","0,0",2750,0.7331378299120235,0 <= D417 < 0.0625 AND 0 <= D460 < 0.1
2,"D449,D457","0,0",2750,0.7331378299120235,0 <= D449 < 0.0875 AND 0 <= D457 < 0.052381
2,"D748,D842","0,0",2750,0.7331378299120235,0 <= D748 < 0.1 AND 0 <= D842 < 0.1
2,"D4,D212","0,0",2749,0.73287123433751,0 <= D4 < 0.1 AND 0 <= D212 < 0.0993831
2,"D73,D626","0,0",2749,0.73287123433751,0 <= D73 < 0.0736891 AND 0 <= D626 < 0.07
2,"D157,D426","0,0",2749,0.73287123433751,0 <= D157 < 0.1 AND 0 <= D426 < 0.1
2,"D195,D675","0,0",2749,0.73287123433751,0 <= D195 < 0.0998499 AND 0 <= D675 < 0.1
2,"D227,D596","0,0",2749,0.73287123433751,0 <= D227 < 0.1 AND 0 <= D596 < 0.1
2,"D228,D674","0,0",2749,0.73287123433751,0 <= D228 < 0.0666667 AND 0 <= D674 < 0.1
2,"D336,D607","0,0",2749,0.73287123433751,0 <= D336 < 0.1 AND 0 <= D607 < 0.0928571
2,"D597,D661","0,0",2749,0.73287123433751,0 <= D597 < 0.1 AND 0 <= D661 < 0.1
2,"D697,D934","0,0",2749,0.73287123433751,0 <= D697 < 0.1 AND 0 <= D934 < 0.1
2,"D37,D185","0,0",2748,0.7326046387629965,0 <= D37 < 0.1 AND 0 <= D185 < 0.1
2,"D84,D687","0,0",2748,0.7326046387629965,0 <= D84 < 0.1 AND 0 <= D687 < 0.05
2,"D117,D119","0,0",2748,0.7326046387629965,0 <= D117 < 0.1 AND 0 <= D119 < 0.1
2,"D164,D661","0,0",2748,0.7326046387629965,0 <= D164 < 0.1 AND 0 <= D661 < 0.1
2,"D165,D216","0,0",2748,0.7326046387629965,0 <= D165 < 0.1 AND 0 <= D216 < 0.1
2,"D166,D609","0,0",2748,0.7326046387629965,0 <= D166 < 0.1 AND 0 <= D609 < 0.075
2,"D168,D217","0,5",2748,0.7326046387629965,0 <= D168 < 0.0714286 AND 0.5 <= D217 < 0.6
2,"D168,D596","0,0",2748,0.7326046387629965,0 <= D168 < 0.0714286 AND 0 <= D596 < 0.1
2,"D187,D609","8,0",2748,0.7326046387629965,0.8 <= D187 < 0.9 AND 0 <= D609 < 0.075
2,"D214,D661","0,0",2748,0.7326046387629965,0 <= D214 < 0.0642111 AND 0 <= D661 < 0.1
2,"D215,D216","0,0",2748,0.7326046387629965,0 <= D215 < 0.1 AND 0 <= D216 < 0.1
2,"D228,D808","0,0",2748,0.7326046387629965,0 <= D228 < 0.0666667 AND 0 <= D808 < 0.075
2,"D621,D672","0,0",2748,0.7326046387629965,0 <= D621 < 0.052381 AND 0 <= D672 < 0.0857143
2,"D84,D223","0,0",2747,0.7323380431884831,0 <= D84 < 0.1 AND 0 <= D223 < 0.096968
2,"D117,D180","0,4",2747,0.7323380431884831,0 <= D117 < 0.1 AND 0.391951 <= D180 < 0.466313
2,"D143,D621","0,0",2747,0.7323380431884831,0 <= D143 < 0.1 AND 0 <= D621 < 0.052381
2,"D156,D163","0,0",2747,0.7323380431884831,0 <= D156 < 0.0714286 AND 0 <= D163 < 0.09
2,"D163,D211","0,0",2747,0.7323380431884831,0 <= D163 < 0.09 AND 0 <= D211 < 0.1
2,"D223,D687","0,0",2747,0.7323380431884831,0 <= D223 < 0.096968 AND 0 <= D687 < 0.05
2,"D336,D596","0,0",2747,0.7323380431884831,0 <= D336 < 0.1 AND 0 <= D596 < 0.1
2,"D457,D686","0,0",2747,0.7323380431884831,0 <= D457 < 0.052381 AND 0 <= D686 < 0.1
2,"D661,D740","0,0",2747,0.7323380431884831,0 <= D661 < 0.1 AND 0 <= D740 < 0.0952381
2,"D806,D934","0,0",2747,0.7323380431884831,0 <= D806 < 0.1 AND 0 <= D934 < 0.1
2,"D35,D843","0,0",2746,0.7320714476139696,0 <= D35 < 0.0898321 AND 0 <= D843 < 0.1
2,"D54,D360","0,0",2746,0.7320714476139696,0 <= D54 < 0.0802514 AND 0 <= D360 < 0.1
2,"D55,D662","0,0",2746,0.7320714476139696,0 <= D55 < 0.0945099 AND 0 <= D662 < 0.1
2,"D68,D937","0,0",2746,0.7320714476139696,0 <= D68 < 0.09375 AND 0 <= D937 < 0.1
2,"D84,D166","0,0",2746,0.7320714476139696,0 <= D84 < 0.1 AND 0 <= D166 < 0.1
2,"D109,D217","0,5",2746,0.7320714476139696,0 <= D109 < 0.0833333 AND 0.5 <= D217 < 0.6
2,"D135,D228","0,0",2746,0.7320714476139696,0 <= D135 < 0.1 AND 0 <= D228 < 0.0666667
2,"D157,D161","0,0",2746,0.7320714476139696,0 <= D157 < 0.1 AND 0 <= D161 < 0.075
2,"D185,D662","0,0",2746,0.7320714476139696,0 <= D185 < 0.1 AND 0 <= D662 < 0.1
2,"D187,D416","8,0",2746,0.7320714476139696,0.8 <= D187 < 0.9 AND 0 <= D416 < 0.1
2,"D203,D462","0,0",2746,0.7320714476139696,0 <= D203 < 0.0976333 AND 0 <= D462 < 0.0666667
2,"D426,D609","0,0",2746,0.7320714476139696,0 <= D426 < 0.1 AND 0 <= D609 < 0.075
2,"D53,D168","0,0",2745,0.7318048520394561,0 <= D53 < 0.087848 AND 0 <= D168 < 0.0714286
2,"D54,D227","0,0",2745,0.7318048520394561,0 <= D54 < 0.0802514 AND 0 <= D227 < 0.1
2,"D55,D59","0,0",2745,0.7318048520394561,0 <= D55 < 0.0945099 AND 0 <= D59 < 0.1
2,"D65,D86","0,0",2745,0.7318048520394561,0 <= D65 < 0.0833864 AND 0 <= D86 < 0.0846353
2,"D68,D685","0,0",2745,0.7318048520394561,0 <= D68 < 0.09375 AND 0 <= D685 < 0.1
2,"D108,D119","0,0",2745,0.7318048520394561,0 <= D108 < 0.1 AND 0 <= D119 < 0.1
2,"D129,D457","0,0",2745,0.7318048520394561,0 <= D129 < 0.1 AND 0 <= D457 < 0.052381
2,"D151,D621","0,0",2745,0.7318048520394561,0 <= D151 < 0.1 AND 0 <= D621 < 0.052381
2,"D417,D626","0,0",2745,0.7318048520394561,0 <= D417 < 0.0625 AND 0 <= D626 < 0.07
2,"D419,D673","0,0",2745,0.7318048520394561,0 <= D419 < 0.1 AND 0 <= D673 < 0.1
2,"D457,D609","0,0",2745,0.7318048520394561,0 <= D457 < 0.052381 AND 0 <= D609 < 0.075
2,"D462,D607","0,0",2745,0.7318048520394561,0 <= D462 < 0.0666667 AND 0 <= D607 < 0.0928571
2,"D504,D740","0,0",2745,0.7318048520394561,0 <= D504 < 0.1 AND 0 <= D740 < 0.0952381
2,"D609,D674","0,0",2745,0.7318048520394561,0 <= D609 < 0.075 AND 0 <= D674 < 0.1
2,"D54,D611","0,0",2744,0.7315382564649426,0 <= D54 < 0.0802514 AND 0 <= D611 < 0.05
2,"D73,D110","0,0",2744,0.7315382564649426,0 <= D73 < 0.0736891 AND 0 <= D110 < 0.1
2,"D86,D151","0,0",2744,0.7315382564649426,0 <= D86 < 0.0846353 AND 0 <= D151 < 0.1
2,"D117,D419","0,0",2744,0.7315382564649426,0 <= D117 < 0.1 AND 0 <= D419 < 0.1
2,"D168,D699","0,0",2744,0.7315382564649426,0 <= D168 < 0.0714286 AND 0 <= D699 < 0.1
2,"D187,D622","8,0",2744,0.7315382564649426,0.8 <= D187 < 0.9 AND 0 <= D622 < 0.0631579
2,"D624,D675","0,0",2744,0.7315382564649426,0 <= D624 < 0.1 AND 0 <= D675 < 0.1
2,"D674,D685","0,0",2744,0.7315382564649426,0 <= D674 < 0.1 AND 0 <= D685 < 0.1
2,"D806,D937","0,0",2744,0.7315382564649426,0 <= D806 < 0.1 AND 0 <= D937 < 0.1
2,"D843,D926","0,0",2744,0.7315382564649426,0 <= D843 < 0.1 AND 0 <= D926 < 0.085
2,"D22,D416","0,0",2743,0.7312716608904292,0 <= D22 < 0.0896552 AND 0 <= D416 < 0.1
2,"D22,D748","0,0",2743,0.7312716608904292,0 <= D22 < 0.0896552 AND 0 <= D748 < 0.1
2,"D37,D135","0,0",2743,0.7312716608904292,0 <= D37 < 0.1 AND 0 <= D135 < 0.1
2,"D37,D212","0,0",2743,0.7312716608904292,0 <= D37 < 0.1 AND 0 <= D212 < 0.0993831
2,"D53,D361","0,0",2743,0.7312716608904292,0 <= D53 < 0.087848 AND 0 <= D361 < 0.1
2,"D73,D598","0,0",2743,0.7312716608904292,0 <= D73 < 0.0736891 AND 0 <= D598 < 0.1
2,"D108,D180","0,4",2743,0.7312716608904292,0 <= D108 < 0.1 AND 0.391951 <= D180 < 0.466313
2,"D161,D462","0,0",2743,0.7312716608904292,0 <= D161 < 0.075 AND 0 <= D462 < 0.0666667
2,"D163,D203","0,0",2743,0.7312716608904292,0 <= D163 < 0.09 AND 0 <= D203 < 0.0976333
2,"D212,D675","0,0",2743,0.7312716608904292,0 <= D212 < 0.0993831 AND 0 <= D675 < 0.1
2,"D361,D504","0,0",2743,0.7312716608904292,0 <= D361 < 0.1 AND 0 <= D504 < 0.1
2,"D57,D155","0,0",2742,0.7310050653159158,0 <= D57 < 0.0964878 AND 0 <= D155 < 0.0764706
2,"D117,D685","0,0",2742,0.7310050653159158,0 <= D117 < 0.1 AND 0 <= D685 < 0.1
2,"D119,D597","0,0",2742,0.7310050653159158,0 <= D119 < 0.1 AND 0 <= D597 < 0.1
2,"D129,D750","0,0",2742,0.7310050653159158,0 <= D129 < 0.1 AND 0 <= D750 < 0.1
2,"D180,D674","4,0",2742,0.7310050653159158,0.391951 <= D180 < 0.466313 AND 0 <= D674 < 0.1
2,"D185,D937","0,0",2742,0.7310050653159158,0 <= D185 < 0.1 AND 0 <= D937 < 0.1
2,"D195,D462","0,0",2742,0.7310050653159158,0 <= D195 < 0.0998499 AND 0 <= D462 < 0.0666667
2,"D460,D661","0,0",2742,0.7310050653159158,0 <= D460 < 0.1 AND 0 <= D661 < 0.1
2,"D460,D673","0,0",2742,0.7310050653159158,0 <= D460 < 0.1 AND 0 <= D673 < 0.1
2,"D462,D624","0,0",2742,0.7310050653159158,0 <= D462 < 0.0666667 AND 0 <= D624 < 0.1
2,"D607,D686","0,0",2742,0.7310050653159158,0 <= D607 < 0.0928571 AND 0 <= D686 < 0.1
2,"D624,D674","0,0",2742,0.7310050653159158,0 <= D624 < 0.1 AND 0 <= D674 < 0.1
1,D82,0,2741,0.7307384697414023,0 <= D82 < 0.1
2,"D35,D937","0,0",2741,0.7307384697414023,0 <= D35 < 0.0898321 AND 0 <= D937 < 0.1
2,"D58,D168","0,0",2741,0.7307384697414023,0 <= D58 < 0.1 AND 0 <= D168 < 0.0714286
2,"D65,D626","0,0",2741,0.7307384697414023,0 <= D65 < 0.0833864 AND 0 <= D626 < 0.07
2,"D108,D419","0,0",2741,0.7307384697414023,0 <= D108 < 0.1 AND 0 <= D419 < 0.1
2,"D155,D216","0,0",2741,0.7307384697414023,0 <= D155 < 0.0764706 AND 0 <= D216 < 0.1
2,"D164,D608","0,0",2741,0.7307384697414023,0 <= D164 < 0.1 AND 0 <= D608 < 0.1
2,"D165,D166","0,0",2741,0.7307384697414023,0 <= D165 < 0.1 AND 0 <= D166 < 0.1
2,"D166,D215","0,0",2741,0.7307384697414023,0 <= D166 < 0.1 AND 0 <= D215 < 0.1
2,"D214,D608","0,0",2741,0.7307384697414023,0 <= D214 < 0.0642111 AND 0 <= D608 < 0.1
2,"D217,D418","5,0",2741,0.7307384697414023,0.5 <= D217 < 0.6 AND 0 <= D418 < 0.08
2,"D223,D748","0,0",2741,0.7307384697414023,0 <= D223 < 0.096968 AND 0 <= D748 < 0.1
2,"D460,D672","0,0",2741,0.7307384697414023,0 <= D460 < 0.1 AND 0 <= D672 < 0.0857143
2,"D504,D611","0,0",2741,0.7307384697414023,0 <= D504 < 0.1 AND 0 <= D611 < 0.05
2,"D35,D180","0,4",2740,0.7304718741668889,0 <= D35 < 0.0898321 AND 0.391951 <= D180 < 0.466313
2,"D53,D156","0,0",2740,0.7304718741668889,0 <= D53 < 0.087848 AND 0 <= D156 < 0.0714286
2,"D53,D211","0,0",2740,0.7304718741668889,0 <= D53 < 0.087848 AND 0 <= D211 < 0.1
2,"D54,D687","0,0",2740,0.7304718741668889,0 <= D54 < 0.0802514 AND 0 <= D687 < 0.05
2,"D54,D688","0,0",2740,0.7304718741668889,0 <= D54 < 0.0802514 AND 0 <= D688 < 0.1
2,"D59,D426","0,0",2740,0.7304718741668889,0 <= D59 < 0.1 AND 0 <= D426 < 0.1
2,"D217,D416","5,0",2740,0.7304718741668889,0.5 <= D217 < 0.6 AND 0 <= D416 < 0.1
2,"D417,D750","0,0",2740,0.7304718741668889,0 <= D417 < 0.0625 AND 0 <= D750 < 0.1
2,"D598,D750","0,0",2740,0.7304718741668889,0 <= D598 < 0.1 AND 0 <= D750 < 0.1
2,"D608,D662","0,0",2740,0.7304718741668889,0 <= D608 < 0.1 AND 0 <= D662 < 0.1
2,"D22,D598","0,0",2739,0.7302052785923754,0 <= D22 < 0.0896552 AND 0 <= D598 < 0.1
2,"D24,D110","0,0",2739,0.7302052785923754,0 <= D24 < 0.1 AND 0 <= D110 < 0.1
2,"D35,D936","0,0",2739,0.7302052785923754,0 <= D35 < 0.0898321 AND 0 <= D936 < 0.1
2,"D37,D158","0,0",2739,0.7302052785923754,0 <= D37 < 0.1 AND 0 <= D158 < 0.1
2,"D86,D926","0,0",2739,0.7302052785923754,0 <= D86 < 0.0846353 AND 0 <= D926 < 0.085
2,"D108,D685","0,0",2739,0.7302052785923754,0 <= D108 < 0.1 AND 0 <= D685 < 0.1
2,"D135,D227","0,0",2739,0.7302052785923754,0 <= D135 < 0.1 AND 0 <= D227 < 0.1
2,"D135,D462","0,0",2739,0.7302052785923754,0 <= D135 < 0.1 AND 0 <= D462 < 0.0666667
2,"D156,D175","0,1",2739,0.7302052785923754,0 <= D156 < 0.0714286 AND 0.0991675 <= D175 < 0.179435
2,"D163,D195","0,0",2739,0.7302052785923754,0 <= D163 < 0.09 AND 0 <= D195 < 0.0998499
2,"D164,D596","0,0",2739,0.7302052785923754,0 <= D164 < 0.1 AND 0 <= D596 < 0.1
2,"D175,D211","1,0",2739,0.7302052785923754,0.0991675 <= D175 < 0.179435 AND 0 <= D211 < 0.1
2,"D212,D662","0,0",2739,0.7302052785923754,0 <= D212 < 0.0993831 AND 0 <= D662 < 0.1
2,"D214,D596","0,0",2739,0.7302052785923754,0 <= D214 < 0.0642111 AND 0 <= D596 < 0.1
2,"D460,D699","0,0",2739,0.7302052785923754,0 <= D460 < 0.1 AND 0 <= D699 < 0.1
2,"D462,D672","0,0",2739,0.7302052785923754,0 <= D462 < 0.0666667 AND 0 <= D672 < 0.0857143
2,"D596,D597","0,0",2739,0.7302052785923754,0 <= D596 < 0.1 AND 0 <= D597 < 0.1
2,"D626,D802","0,0",2739,0.7302052785923754,0 <= D626 < 0.07 AND 0 <= D802 < 0.0825
2,"D741,D844","0,0",2739,0.7302052785923754,0 <= D741 < 0.0869565 AND 0 <= D844 < 0.1
2,"D55,D470","0,0",2738,0.7299386830178619,0 <= D55 < 0.0945099 AND 0 <= D470 < 0.0583333
2,"D57,D740","0,0",2738,0.7299386830178619,0 <= D57 < 0.0964878 AND 0 <= D740 < 0.0952381
2,"D117,D934","0,0",2738,0.7299386830178619,0 <= D117 < 0.1 AND 0 <= D934 < 0.1
2,"D118,D504","0,0",2738,0.7299386830178619,0 <= D118 < 0.0922243 AND 0 <= D504 < 0.1
2,"D158,D688","0,0",2738,0.7299386830178619,0 <= D158 < 0.1 AND 0 <= D688 < 0.1
2,"D161,D621","0,0",2738,0.7299386830178619,0 <= D161 < 0.075 AND 0 <= D621 < 0.052381
2,"D168,D750","0,0",2738,0.7299386830178619,0 <= D168 < 0.0714286 AND 0 <= D750 < 0.1
2,"D216,D750","0,0",2738,0.7299386830178619,0 <= D216 < 0.1 AND 0 <= D750 < 0.1
2,"D217,D472","5,0",2738,0.7299386830178619,0.5 <= D217 < 0.6 AND 0 <= D472 < 0.0923077
2,"D55,D460","0,0",2737,0.7296720874433484,0 <= D55 < 0.0945099 AND 0 <= D460 < 0.1
2,"D58,D360","0,0",2737,0.7296720874433484,0 <= D58 < 0.1 AND 0 <= D360 < 0.1
2,"D73,D165","0,0",2737,0.7296720874433484,0 <= D73 < 0.0736891 AND 0 <= D165 < 0.1
2,"D73,D215","0,0",2737,0.7296720874433484,0 <= D73 < 0.0736891 AND 0 <= D215 < 0.1
2,"D86,D203","0,0",2737,0.7296720874433484,0 <= D86 < 0.0846353 AND 0 <= D203 < 0.0976333
2,"D185,D361","0,0",2737,0.7296720874433484,0 <= D185 < 0.1 AND 0 <= D361 < 0.1
2,"D216,D597","0,0",2737,0.7296720874433484,0 <= D216 < 0.1 AND 0 <= D597 < 0.1
2,"D462,D802","0,0",2737,0.7296720874433484,0 <= D462 < 0.0666667 AND 0 <= D802 < 0.0825
2,"D504,D662","0,0",2737,0.7296720874433484,0 <= D504 < 0.1 AND 0 <= D662 < 0.1
2,"D802,D937","0,0",2737,0.7296720874433484,0 <= D802 < 0.0825 AND 0 <= D937 < 0.1
2,"D44,D621","0,0",2736,0.729405491868835,0 <= D44 < 0.0871676 AND 0 <= D621 < 0.052381
2,"D118,D203","0,0",2736,0.729405491868835,0 <= D118 < 0.0922243 AND 0 <= D203 < 0.0976333
2,"D118,D674","0,0",2736,0.729405491868835,0 <= D118 < 0.0922243 AND 0 <= D674 < 0.1
2,"D155,D748","0,0",2736,0.729405491868835,0 <= D155 < 0.0764706 AND 0 <= D748 < 0.1
2,"D166,D750","0,0",2736,0.729405491868835,0 <= D166 < 0.1 AND 0 <= D750 < 0.1
2,"D212,D937","0,0",2736,0.729405491868835,0 <= D212 < 0.0993831 AND 0 <= D937 < 0.1
2,"D360,D674","0,0",2736,0.729405491868835,0 <= D360 < 0.1 AND 0 <= D674 < 0.1
2,"D418,D596","0,0",2736,0.729405491868835,0 <= D418 < 0.08 AND 0 <= D596 < 0.1
2,"D53,D936","0,0",2735,0.7291388962943215,0 <= D53 < 0.087848 AND 0 <= D936 < 0.1
2,"D57,D119","0,0",2735,0.7291388962943215,0 <= D57 < 0.0964878 AND 0 <= D119 < 0.1
2,"D84,D457","0,0",2735,0.7291388962943215,0 <= D84 < 0.1 AND 0 <= D457 < 0.052381
2,"D84,D597","0,0",2735,0.7291388962943215,0 <= D84 < 0.1 AND 0 <= D597 < 0.1
2,"D84,D748","0,0",2735,0.7291388962943215,0 <= D84 < 0.1 AND 0 <= D748 < 0.1
2,"D86,D156","0,0",2735,0.7291388962943215,0 <= D86 < 0.0846353 AND 0 <= D156 < 0.0714286
2,"D86,D211","0,0",2735,0.7291388962943215,0 <= D86 < 0.0846353 AND 0 <= D211 < 0.1
2,"D86,D596","0,0",2735,0.7291388962943215,0 <= D86 < 0.0846353 AND 0 <= D596 < 0.1
2,"D118,D195","0,0",2735,0.7291388962943215,0 <= D118 < 0.0922243 AND 0 <= D195 < 0.0998499
2,"D155,D166","0,0",2735,0.7291388962943215,0 <= D155 < 0.0764706 AND 0 <= D166 < 0.1
2,"D165,D223","0,0",2735,0.7291388962943215,0 <= D165 < 0.1 AND 0 <= D223 < 0.096968
2,"D187,D514","8,0",2735,0.7291388962943215,0.8 <= D187 < 0.9 AND 0 <= D514 < 0.1
2,"D187,D750","8,0",2735,0.7291388962943215,0.8 <= D187 < 0.9 AND 0 <= D750 < 0.1
2,"D215,D223","0,0",2735,0.7291388962943215,0 <= D215 < 0.1 AND 0 <= D223 < 0.096968
2,"D426,D460","0,0",2735,0.7291388962943215,0 <= D426 < 0.1 AND 0 <= D460 < 0.1
2,"D596,D934","0,0",2735,0.7291388962943215,0 <= D596 < 0.1 AND 0 <= D934 < 0.1
2,"D611,D672","0,0",2735,0.7291388962943215,0 <= D611 < 0.05 AND 0 <= D672 < 0.0857143
2,"D54,D416","0,0",2734,0.728872300719808,0 <= D54 < 0.0802514 AND 0 <= D416 < 0.1
2,"D108,D934","0,0",2734,0.728872300719808,0 <= D108 < 0.1 AND 0 <= D934 < 0.1
2,"D119,D217","0,5",2734,0.728872300719808,0 <= D119 < 0.1 AND 0.5 <= D217 < 0.6
2,"D598,D672","0,0",2734,0.728872300719808,0 <= D598 < 0.1 AND 0 <= D672 < 0.0857143
2,"D607,D936","0,0",2734,0.728872300719808,0 <= D607 < 0.0928571 AND 0 <= D936 < 0.1
2,"D626,D842","0,0",2734,0.728872300719808,0 <= D626 < 0.07 AND 0 <= D842 < 0.1
2,"D54,D165","0,0",2733,0.7286057051452945,0 <= D54 < 0.0802514 AND 0 <= D165 < 0.1
2,"D54,D215","0,0",2733,0.7286057051452945,0 <= D54 < 0.0802514 AND 0 <= D215 < 0.1
2,"D58,D416","0,0",2733,0.7286057051452945,0 <= D58 < 0.1 AND 0 <= D416 < 0.1
